image_id,crop_type,disease_label,severity,day_of_year,avg_temp_C,rel_humidity_pct,rain_mm,ndvi,soil_moist_pct,light_lux
05544,corn,mosaic,4,238,28.74,59.85,4.49,0.41,20.32,109519
05545,corn,mosaic,2,134,19.73,51.05,12.62,0.74,52.75,76852
05546,tomato,healthy,0,271,24.63,69.23,43.93,0.36,13.89,19299
05547,corn,healthy,0,85,13.35,36.36,29.94,0.67,39.4,80042
05548,apple,healthy,0,100,13.56,43.3,46.68,0.34,48.96,10559
05549,tomato,rust,2,36,14.68,80.28,11.78,0.8,53.57,23212
05550,rice,healthy,0,274,13.77,68.5,21.74,0.41,39.46,91049
05551,corn,mildew,1,357,14.39,67.29,38.15,0.34,23.93,67173
05552,tomato,rust,1,168,25.46,79.47,33.77,0.41,52.09,44104
05553,corn,healthy,0,270,25.11,37.73,5.7,0.82,21.04,39306
05554,tomato,mildew,1,248,10.36,87.39,49.96,0.83,32.39,10922
05555,apple,rust,4,274,26.61,81.68,14.67,0.54,19.85,72993
05556,tomato,healthy,0,2,14.34,33.43,38.48,0.26,51.51,50205
05557,apple,healthy,0,205,34.22,50.54,33.01,0.52,52.55,58240
05558,tomato,healthy,0,314,28.88,97.7,34.62,0.47,7.09,107287
05559,rice,rust,4,177,12.76,39.82,35.0,0.83,6.43,63828
05560,apple,healthy,0,92,29.16,89.26,32.05,0.46,58.62,67022
05561,apple,mosaic,2,95,34.67,82.37,7.5,0.24,54.32,36770
05562,tomato,healthy,0,343,22.65,79.68,1.23,0.82,52.76,110826
05563,tomato,mildew,2,161,11.36,38.09,2.71,0.31,59.5,66465
05564,apple,healthy,0,346,14.89,74.68,35.9,0.3,30.56,40242
05565,corn,blight,3,155,17.43,43.69,26.77,0.42,38.34,84707
05566,apple,mildew,1,199,27.64,57.56,41.9,0.6,31.92,84105
05567,corn,mosaic,3,56,11.65,51.59,23.6,0.57,19.98,60524
05568,apple,blight,3,365,23.67,97.16,23.76,0.54,35.43,52345
05569,corn,healthy,0,46,20.03,96.6,19.83,0.33,58.18,39225
05570,corn,healthy,0,358,12.66,52.09,6.6,0.33,39.68,15654
05571,rice,healthy,0,132,25.95,60.38,24.45,0.49,15.49,90142
05572,apple,mosaic,2,227,19.15,39.56,49.75,0.67,15.11,84578
05573,apple,healthy,0,296,22.63,97.81,42.99,0.2,13.89,98417
05574,corn,blight,3,166,19.69,87.74,7.69,0.6,54.27,36068
05575,apple,rust,3,221,17.74,33.1,48.66,0.6,16.73,85327
05576,corn,mosaic,3,22,16.59,77.93,30.65,0.32,45.83,55046
05577,tomato,healthy,0,282,33.3,49.29,12.06,0.39,16.81,10143
05578,rice,rust,4,287,13.39,78.0,0.12,0.75,31.76,102368
05579,corn,healthy,0,159,22.53,68.83,33.95,0.64,56.8,20684
05580,apple,blight,4,185,16.27,70.2,31.98,0.54,33.44,72195
05581,corn,healthy,0,90,10.11,99.13,29.86,0.81,10.79,68631
05582,rice,blight,1,343,13.15,57.6,45.77,0.34,33.9,21500
05583,rice,blight,4,88,13.72,42.6,23.46,0.31,26.6,114965
05584,tomato,healthy,0,265,34.78,66.14,16.63,0.75,40.14,79335
05585,rice,blight,3,156,13.09,76.76,26.05,0.5,45.11,94493
05586,corn,healthy,0,166,33.8,76.5,31.28,0.49,55.41,73670
05587,corn,healthy,0,254,11.93,85.92,43.76,0.78,38.58,21132
05588,apple,mildew,1,5,22.83,37.31,6.18,0.72,41.83,96800
05589,tomato,healthy,0,177,12.96,71.09,12.93,0.82,52.39,53841
05590,rice,rust,3,130,26.47,65.13,40.61,0.34,34.61,41709
05591,rice,rust,4,315,25.39,59.91,18.78,0.82,5.13,66385
05592,corn,mildew,2,249,29.26,66.48,47.07,0.57,20.96,53227
05593,apple,rust,1,302,25.14,30.6,8.33,0.69,54.69,86472
05594,corn,healthy,0,104,28.73,95.25,37.51,0.52,30.92,37749
05595,rice,healthy,0,58,23.53,41.16,2.23,0.75,16.36,14800
05596,rice,blight,3,145,22.93,89.03,14.37,0.79,58.01,115536
05597,rice,rust,3,82,22.55,57.58,24.21,0.29,13.72,109579
05598,apple,rust,4,208,17.66,76.26,38.32,0.32,29.95,66215
05599,rice,healthy,0,172,31.16,82.23,43.28,0.72,21.63,115244
05600,rice,mosaic,3,30,11.22,86.11,10.2,0.69,43.52,83502
05601,corn,mildew,4,350,18.95,70.99,19.58,0.75,22.53,46744
05602,apple,rust,2,13,10.46,92.74,31.38,0.74,59.59,17229
05603,rice,mosaic,3,263,34.99,84.97,40.63,0.8,27.91,65963
05604,corn,blight,2,324,31.63,77.89,23.01,0.55,38.87,105511
05605,rice,healthy,0,219,27.96,91.07,34.8,0.74,34.79,68665
05606,corn,mosaic,4,22,13.31,87.18,6.37,0.74,48.24,61844
05607,rice,healthy,0,104,30.89,78.44,43.99,0.42,13.8,88001
05608,rice,healthy,0,257,22.71,32.39,21.9,0.71,32.75,38830
05609,tomato,healthy,0,242,13.72,74.65,45.96,0.6,20.68,95672
05610,apple,mosaic,2,270,30.78,44.31,5.65,0.21,38.87,25228
05611,corn,blight,1,281,29.76,33.93,40.26,0.67,36.63,39993
05612,apple,rust,4,164,25.6,34.69,9.08,0.72,19.99,52640
05613,tomato,rust,1,210,23.83,90.3,37.06,0.89,55.77,50859
05614,corn,healthy,0,122,12.2,42.04,9.91,0.35,9.51,34920
05615,tomato,healthy,0,15,22.99,30.03,15.51,0.48,13.79,87695
05616,apple,healthy,0,4,15.81,39.67,20.95,0.78,23.33,112969
05617,tomato,healthy,0,160,28.16,32.65,44.41,0.37,8.92,15657
05618,tomato,healthy,0,151,16.39,87.38,42.66,0.53,25.64,86894
05619,rice,mildew,2,329,16.33,89.61,25.9,0.68,34.89,27556
05620,apple,healthy,0,22,21.29,87.71,44.59,0.52,25.76,11455
05621,rice,healthy,0,205,34.11,40.99,18.59,0.61,12.48,102617
05622,tomato,rust,1,285,31.29,79.1,32.09,0.7,5.91,27786
05623,tomato,mosaic,3,247,34.99,46.34,15.22,0.64,21.44,102314
05624,tomato,rust,1,271,28.83,96.41,8.7,0.42,22.95,112181
05625,tomato,mildew,1,351,14.94,95.38,1.0,0.31,56.16,103932
05626,apple,blight,4,58,14.13,59.29,14.21,0.88,32.27,31275
05627,apple,blight,4,257,29.96,49.27,18.23,0.47,50.21,71472
05628,rice,healthy,0,98,14.68,93.46,5.9,0.81,19.75,107044
05629,apple,rust,1,243,32.42,56.01,25.56,0.36,11.27,60441
05630,apple,mosaic,4,16,14.67,90.82,34.14,0.51,55.2,119521
05631,tomato,healthy,0,224,10.41,99.22,14.22,0.78,55.5,89550
05632,tomato,healthy,0,40,27.84,34.22,31.55,0.31,25.79,109681
05633,corn,mosaic,2,301,19.52,91.24,30.33,0.44,10.52,56851
05634,apple,healthy,0,197,32.16,90.27,15.71,0.82,42.99,111852
05635,rice,healthy,0,170,25.97,68.71,31.4,0.46,12.84,42723
05636,tomato,healthy,0,200,27.1,91.66,38.44,0.21,36.58,55697
05637,corn,healthy,0,272,13.36,46.49,29.06,0.62,15.03,24571
05638,apple,blight,2,58,11.99,89.46,46.11,0.58,29.68,29745
05639,apple,rust,2,117,17.34,32.4,24.53,0.9,6.23,24471
05640,tomato,mildew,1,200,34.04,67.66,35.95,0.46,33.75,57463
05641,rice,healthy,0,109,28.5,32.42,24.87,0.79,47.37,101677
05642,rice,healthy,0,314,34.57,52.33,27.3,0.24,57.37,72787
05643,corn,mildew,4,36,28.16,36.29,44.92,0.37,42.13,74742
05644,corn,mildew,3,192,20.65,72.9,20.78,0.85,34.76,26687
05645,apple,blight,4,238,32.13,89.23,10.5,0.33,11.74,62047
05646,apple,blight,3,237,19.33,68.84,24.98,0.79,9.67,21252
05647,apple,mosaic,1,215,17.48,64.54,39.81,0.28,59.03,98709
05648,rice,mildew,4,269,15.85,96.38,17.44,0.24,53.95,109416
05649,tomato,mildew,4,299,10.98,64.38,10.79,0.64,50.38,73850
05650,apple,blight,2,151,26.43,32.85,3.93,0.82,35.59,46687
05651,apple,blight,2,297,19.75,49.27,43.01,0.58,34.9,43361
05652,apple,healthy,0,195,11.1,40.68,46.35,0.89,29.55,76222
05653,rice,mosaic,1,340,11.73,39.59,1.12,0.47,27.7,82618
05654,tomato,healthy,0,181,18.95,70.41,23.56,0.42,8.75,119855
05655,apple,healthy,0,320,26.04,37.33,27.07,0.69,21.03,18195
05656,rice,rust,4,52,27.56,72.75,36.14,0.33,11.05,102826
05657,rice,blight,1,165,31.21,47.02,11.66,0.82,26.8,112871
05658,rice,mildew,2,246,13.9,44.12,49.65,0.46,6.9,107783
05659,tomato,mosaic,1,265,17.79,81.89,45.53,0.78,41.78,18092
05660,rice,healthy,0,276,30.13,45.72,11.01,0.49,36.46,30576
05661,apple,mosaic,4,205,21.91,63.3,43.0,0.3,6.5,49632
05662,corn,mosaic,4,125,33.43,50.92,6.51,0.36,35.65,17578
05663,corn,healthy,0,243,30.64,43.79,21.07,0.66,16.13,58435
05664,corn,mosaic,3,61,28.14,72.3,45.51,0.25,14.12,112699
05665,rice,blight,2,264,12.08,41.15,41.06,0.21,36.64,62490
05666,tomato,healthy,0,29,28.27,90.47,43.71,0.58,25.3,77639
05667,rice,rust,3,282,17.94,85.44,22.01,0.78,5.25,18477
05668,tomato,healthy,0,64,22.82,47.94,38.27,0.48,43.33,96878
05669,tomato,blight,4,117,20.89,70.07,8.74,0.27,11.99,77550
05670,apple,rust,2,261,13.07,97.62,3.81,0.76,7.78,16722
05671,corn,healthy,0,101,20.58,30.32,35.86,0.79,42.96,13945
05672,tomato,healthy,0,70,33.4,73.0,0.62,0.41,11.71,83031
05673,rice,blight,3,267,13.07,69.6,1.87,0.89,38.81,89438
05674,apple,rust,2,40,19.45,55.65,25.7,0.65,28.82,93643
05675,apple,healthy,0,304,14.94,51.64,31.14,0.26,11.62,111923
05676,rice,healthy,0,272,34.6,82.96,36.76,0.62,14.56,28657
05677,apple,mosaic,1,306,23.07,61.27,43.05,0.7,18.48,61461
05678,tomato,healthy,0,356,18.01,48.95,47.77,0.58,51.48,80675
05679,rice,healthy,0,307,30.1,43.76,26.87,0.77,40.64,49326
05680,apple,healthy,0,365,23.08,54.62,25.55,0.44,7.65,39707
05681,tomato,mosaic,1,260,21.87,63.37,37.84,0.71,8.37,50816
05682,tomato,blight,4,241,24.68,73.17,33.54,0.47,9.04,63731
05683,corn,rust,2,203,22.21,81.8,11.26,0.36,53.57,113129
05684,rice,mildew,3,131,24.2,87.41,32.93,0.74,56.52,19747
05685,rice,rust,4,144,24.78,59.58,13.79,0.25,24.67,64291
05686,rice,healthy,0,357,31.96,93.9,30.93,0.59,51.6,67742
05687,rice,mosaic,1,98,28.63,39.1,46.81,0.36,57.98,51855
05688,rice,rust,2,1,23.03,30.05,31.04,0.67,6.24,114654
05689,apple,mildew,4,136,33.96,54.94,16.48,0.59,43.82,28855
05690,corn,rust,1,255,33.92,49.22,9.23,0.67,39.62,72305
05691,rice,rust,4,199,25.64,99.73,18.24,0.62,25.15,73878
05692,apple,healthy,0,80,12.09,49.64,31.21,0.36,56.26,30147
05693,tomato,healthy,0,47,28.14,36.97,32.76,0.88,37.37,79172
05694,tomato,healthy,0,1,14.81,41.95,42.72,0.48,6.12,59706
05695,apple,healthy,0,244,28.2,49.29,0.22,0.63,35.23,13455
05696,rice,healthy,0,32,25.51,78.91,5.52,0.87,22.76,48979
05697,apple,blight,1,45,11.88,55.39,21.31,0.62,11.61,48606
05698,rice,mosaic,1,48,33.17,34.49,8.74,0.39,43.12,75772
05699,corn,healthy,0,166,15.69,46.74,10.15,0.4,43.56,59221
05700,corn,healthy,0,325,30.24,38.46,43.22,0.43,36.05,11190
05701,corn,blight,4,346,14.02,71.13,19.14,0.52,10.19,71520
05702,corn,healthy,0,19,23.79,44.85,46.75,0.71,38.25,25993
05703,corn,mosaic,3,316,21.9,35.51,1.19,0.31,41.44,15938
05704,rice,healthy,0,264,31.35,68.81,8.78,0.43,17.71,96181
05705,apple,rust,3,228,21.1,34.39,17.8,0.75,22.22,104549
05706,apple,blight,4,30,15.53,47.63,15.52,0.55,35.6,16256
05707,apple,blight,3,58,18.93,89.14,11.91,0.87,13.5,23856
05708,apple,rust,4,136,32.87,82.42,12.31,0.26,54.24,20397
05709,tomato,healthy,0,309,11.12,57.99,1.67,0.28,10.14,66552
05710,apple,healthy,0,30,19.52,69.16,44.37,0.83,38.78,113614
05711,rice,healthy,0,217,22.34,53.78,11.94,0.59,31.86,16402
05712,rice,healthy,0,73,14.53,31.99,41.74,0.52,16.26,60932
05713,rice,blight,1,107,32.68,69.64,33.83,0.76,21.5,97786
05714,rice,healthy,0,103,25.98,96.81,31.45,0.59,39.83,99728
05715,corn,mildew,3,87,20.42,34.14,39.46,0.6,21.0,119508
05716,tomato,healthy,0,185,21.81,90.68,22.23,0.37,7.31,30792
05717,corn,mosaic,4,299,22.48,48.43,27.61,0.24,29.33,35927
05718,corn,healthy,0,255,24.44,93.35,13.17,0.61,26.92,27842
05719,rice,mosaic,4,214,15.68,85.01,0.78,0.53,44.58,112959
05720,corn,healthy,0,365,30.56,41.97,20.48,0.57,57.51,16414
05721,corn,mosaic,3,142,20.83,72.77,13.69,0.88,29.7,15550
05722,tomato,mosaic,4,351,31.07,96.54,6.5,0.85,7.5,111329
05723,corn,healthy,0,270,34.87,77.47,13.13,0.8,51.98,116907
05724,tomato,healthy,0,163,33.76,73.72,17.92,0.45,17.67,14247
05725,rice,healthy,0,99,17.45,79.61,37.67,0.37,21.88,16398
05726,rice,mildew,1,187,24.95,33.41,20.87,0.6,14.35,63610
05727,rice,healthy,0,205,14.03,57.65,30.09,0.23,46.13,114953
05728,apple,blight,3,176,10.51,85.14,29.83,0.86,54.44,66298
05729,corn,mosaic,2,166,16.35,73.55,23.56,0.31,52.63,65579
05730,rice,mildew,4,330,23.41,79.76,6.06,0.37,11.28,72921
05731,corn,healthy,0,118,12.86,97.22,17.89,0.4,32.88,21590
05732,tomato,mildew,3,318,16.46,71.64,22.54,0.84,48.81,30551
05733,apple,mosaic,4,284,29.95,71.11,19.26,0.58,11.24,61745
05734,rice,mosaic,1,325,12.44,64.28,19.13,0.41,50.1,44070
05735,tomato,blight,4,98,34.33,78.38,44.07,0.54,41.56,39983
05736,apple,mildew,1,147,21.31,71.55,20.1,0.28,54.31,47072
05737,tomato,blight,2,145,19.45,39.54,22.49,0.65,17.19,103741
05738,corn,blight,4,229,11.9,46.05,13.65,0.69,39.51,28660
05739,tomato,mosaic,3,6,19.74,32.76,0.78,0.39,46.64,59789
05740,apple,healthy,0,165,10.34,83.71,7.84,0.7,50.01,90303
05741,tomato,healthy,0,198,24.36,35.95,20.96,0.22,58.87,23985
05742,tomato,mildew,1,274,20.6,88.94,12.47,0.65,37.19,42709
05743,corn,blight,4,48,17.46,71.25,40.14,0.81,52.24,19006
05744,rice,blight,1,330,12.51,74.14,10.85,0.47,23.32,85552
05745,rice,rust,3,352,11.66,59.95,12.44,0.51,20.74,29813
05746,corn,blight,4,313,13.44,52.32,8.72,0.32,20.35,32360
05747,rice,mosaic,2,179,25.76,65.72,8.06,0.22,35.67,117718
05748,corn,healthy,0,197,23.82,83.09,41.49,0.28,7.8,54654
05749,tomato,mildew,4,37,12.19,88.08,24.44,0.66,19.77,73358
05750,tomato,mosaic,4,210,19.83,69.82,20.47,0.87,45.98,109224
05751,corn,mildew,4,318,32.76,55.89,15.63,0.63,9.93,75140
05752,corn,healthy,0,343,34.83,35.28,41.68,0.31,8.69,39556
05753,apple,blight,1,57,18.87,64.72,4.09,0.54,35.15,34781
05754,corn,blight,4,91,25.09,45.95,36.65,0.22,53.77,114898
05755,apple,mildew,2,100,25.11,60.44,34.36,0.68,51.89,84389
05756,corn,blight,4,125,31.18,95.87,40.11,0.71,9.85,19061
05757,tomato,healthy,0,213,20.91,64.15,1.49,0.59,43.5,103722
05758,corn,healthy,0,138,26.71,64.89,10.15,0.85,19.35,96564
05759,rice,rust,2,340,25.81,93.59,18.55,0.63,30.1,95479
05760,corn,mosaic,2,307,11.96,35.95,10.61,0.75,50.35,12935
05761,tomato,blight,2,93,28.38,66.16,34.71,0.48,14.11,70658
05762,apple,blight,1,180,11.12,39.67,24.2,0.68,42.33,105227
05763,corn,blight,4,90,23.3,73.53,21.62,0.73,20.35,86945
05764,apple,mosaic,3,200,17.57,73.14,42.81,0.67,37.48,76020
05765,tomato,blight,2,239,17.37,70.65,38.08,0.31,25.45,107707
05766,tomato,healthy,0,135,27.62,76.25,1.06,0.72,55.5,23715
05767,rice,healthy,0,101,10.82,35.42,6.53,0.46,57.01,82252
05768,rice,mildew,3,159,17.05,62.0,23.04,0.44,45.6,67250
05769,rice,rust,2,78,32.92,61.73,48.24,0.82,16.9,96779
05770,rice,blight,3,51,17.29,91.57,7.27,0.45,59.36,50884
05771,corn,healthy,0,65,12.02,55.45,47.51,0.73,27.42,79867
05772,corn,mosaic,4,256,34.56,36.04,41.51,0.43,51.37,116858
05773,apple,mildew,2,59,28.99,46.62,1.91,0.89,11.76,108966
05774,rice,healthy,0,23,13.24,48.65,41.16,0.39,8.06,10872
05775,corn,healthy,0,303,10.55,82.85,39.78,0.56,35.1,92621
05776,rice,healthy,0,110,14.08,52.67,19.75,0.74,44.16,81202
05777,apple,healthy,0,266,29.46,76.58,37.85,0.68,53.77,106719
05778,tomato,blight,1,19,29.72,72.69,27.11,0.72,37.72,92221
05779,apple,healthy,0,249,20.66,43.28,37.25,0.22,52.34,55101
05780,apple,blight,2,100,20.03,58.53,2.07,0.29,13.36,14246
05781,tomato,healthy,0,216,13.08,59.78,7.21,0.48,36.75,76139
05782,corn,rust,3,357,26.56,71.98,48.77,0.57,57.92,72038
05783,rice,healthy,0,286,18.18,51.36,32.12,0.81,58.13,102525
05784,rice,healthy,0,342,28.2,41.16,7.12,0.88,51.43,94795
05785,tomato,mosaic,2,315,13.89,97.36,40.41,0.27,53.37,90197
05786,apple,healthy,0,87,28.54,85.45,20.52,0.52,31.61,45316
05787,tomato,blight,4,282,31.97,64.83,12.07,0.27,59.06,102165
05788,corn,rust,2,273,23.54,58.93,26.48,0.29,20.01,106337
05789,rice,blight,4,167,14.62,70.26,21.81,0.89,31.81,57186
05790,rice,healthy,0,230,34.64,72.05,32.59,0.25,41.61,72211
05791,tomato,healthy,0,350,23.98,37.61,20.06,0.48,44.98,34293
05792,corn,healthy,0,235,26.9,51.0,28.26,0.69,35.94,106421
05793,corn,healthy,0,351,15.24,97.1,30.18,0.66,57.78,106988
05794,apple,healthy,0,194,30.68,34.94,4.97,0.57,9.52,83943
05795,apple,rust,2,250,21.11,52.16,27.19,0.54,23.19,33176
05796,apple,mosaic,1,264,16.92,68.23,39.14,0.38,22.89,103350
05797,rice,mildew,2,234,33.95,79.79,21.67,0.58,34.9,14625
05798,apple,blight,4,333,11.47,80.7,22.42,0.89,42.69,75502
05799,rice,mosaic,3,243,15.26,94.17,16.11,0.69,41.51,94116
05800,tomato,healthy,0,186,25.45,64.55,23.12,0.76,16.05,16012
05801,apple,healthy,0,234,24.77,61.14,20.46,0.28,55.95,117969
05802,tomato,blight,3,296,22.12,51.28,17.48,0.86,47.27,38248
05803,tomato,blight,3,35,32.88,66.25,44.77,0.66,44.51,77279
05804,apple,mildew,3,21,23.08,82.55,42.13,0.36,57.4,26490
05805,tomato,blight,4,225,12.22,90.04,17.92,0.22,25.84,16205
05806,rice,blight,3,36,18.38,76.36,9.97,0.24,45.47,68421
05807,apple,healthy,0,332,23.59,31.68,20.79,0.86,21.32,68554
05808,apple,healthy,0,165,27.66,94.47,40.68,0.82,14.36,38516
05809,rice,rust,3,344,16.31,90.01,22.78,0.76,24.52,105101
05810,corn,healthy,0,1,34.55,87.81,48.56,0.39,36.77,64057
05811,corn,healthy,0,234,17.95,76.55,18.66,0.32,47.01,11167
05812,tomato,healthy,0,101,12.1,64.46,48.6,0.75,30.57,66877
05813,rice,healthy,0,39,24.95,54.2,4.33,0.75,56.17,85540
05814,rice,healthy,0,39,25.36,76.05,2.36,0.45,35.87,11750
05815,apple,blight,2,183,15.85,54.21,43.43,0.29,36.88,113025
05816,rice,rust,2,314,21.7,93.02,13.76,0.45,25.85,91577
05817,corn,mosaic,4,317,23.56,41.93,33.86,0.21,36.09,89609
05818,rice,rust,4,225,33.51,74.59,1.53,0.53,10.8,95518
05819,corn,rust,1,153,22.66,42.95,26.9,0.62,31.76,103993
05820,tomato,blight,2,223,20.49,31.14,46.76,0.28,18.27,90523
05821,corn,mildew,3,98,22.37,39.16,8.63,0.25,5.72,114829
05822,rice,healthy,0,150,26.81,54.32,36.19,0.67,35.18,58936
05823,tomato,mosaic,2,77,21.31,55.32,30.05,0.87,38.04,30609
05824,rice,blight,3,235,34.36,43.94,23.92,0.38,16.3,81529
05825,rice,healthy,0,9,14.37,68.55,5.99,0.33,20.65,95224
05826,tomato,healthy,0,364,10.43,40.42,44.52,0.25,45.33,66162
05827,rice,blight,1,355,27.85,55.56,42.54,0.35,15.32,29326
05828,rice,mildew,1,261,18.56,57.87,40.05,0.22,58.71,59219
05829,tomato,healthy,0,15,26.11,71.64,9.46,0.35,50.1,112419
05830,apple,healthy,0,133,25.76,49.56,27.79,0.21,59.06,101647
05831,apple,blight,2,193,21.71,92.31,36.16,0.88,22.24,58181
05832,corn,healthy,0,241,20.84,33.63,24.9,0.62,35.08,39788
05833,apple,rust,2,101,30.22,42.2,14.36,0.25,34.66,29366
05834,corn,mosaic,2,238,29.16,92.06,27.2,0.21,55.96,26974
05835,apple,healthy,0,76,21.35,73.14,9.65,0.29,33.23,71854
05836,apple,blight,1,176,16.58,75.66,18.45,0.42,8.06,36927
05837,rice,healthy,0,8,34.82,48.4,22.96,0.21,51.61,35220
05838,tomato,blight,1,341,23.18,97.87,26.49,0.68,26.74,113528
05839,tomato,blight,3,283,24.28,85.42,14.83,0.27,17.85,64046
05840,corn,mosaic,4,126,16.81,67.02,20.57,0.69,29.93,108889
05841,tomato,healthy,0,67,11.74,82.96,41.72,0.78,55.76,106605
05842,corn,mosaic,3,129,24.76,41.32,9.37,0.43,49.77,43797
05843,apple,mosaic,2,303,27.62,73.63,32.66,0.21,11.62,115223
05844,apple,healthy,0,318,24.9,86.27,37.59,0.2,44.08,20807
05845,apple,rust,1,281,11.62,30.96,5.57,0.46,29.2,98561
05846,corn,healthy,0,280,22.24,35.97,21.38,0.45,26.14,51100
05847,rice,rust,3,180,13.24,66.85,25.0,0.8,43.27,107364
05848,apple,healthy,0,153,30.9,50.5,45.6,0.28,32.61,104444
05849,rice,mildew,1,232,33.61,79.59,27.83,0.25,55.19,100813
05850,corn,rust,2,68,20.4,67.28,5.35,0.43,21.87,82784
05851,tomato,mosaic,3,334,31.44,83.99,32.08,0.88,25.03,89422
05852,corn,healthy,0,125,21.42,65.17,21.23,0.89,8.53,100791
05853,corn,blight,3,83,17.35,39.57,42.02,0.41,37.07,86994
05854,apple,mildew,4,285,20.51,45.22,2.98,0.59,42.72,66234
05855,corn,blight,3,340,27.35,49.47,14.01,0.37,47.31,108145
05856,tomato,mildew,2,53,17.25,36.12,3.11,0.23,56.39,50789
05857,apple,blight,4,32,16.18,87.76,48.87,0.81,27.4,15952
05858,rice,mildew,1,151,34.24,60.58,7.73,0.63,45.67,97722
05859,apple,rust,1,184,17.61,65.06,46.74,0.56,6.9,115468
05860,corn,blight,1,270,24.83,87.48,20.51,0.24,41.05,22038
05861,apple,healthy,0,198,18.22,71.4,35.08,0.6,55.7,87381
05862,tomato,blight,3,54,10.67,65.07,7.8,0.81,13.3,30771
05863,corn,healthy,0,269,30.33,79.56,34.63,0.32,6.4,100454
05864,apple,mildew,3,178,21.69,55.47,47.65,0.68,35.8,93801
05865,rice,blight,2,1,25.94,94.64,19.46,0.39,9.88,14655
05866,rice,blight,4,102,24.81,40.45,13.27,0.68,47.27,97989
05867,apple,mosaic,1,143,30.97,90.64,41.5,0.24,39.59,85720
05868,apple,blight,1,71,31.64,76.07,16.34,0.27,23.66,86965
05869,apple,rust,3,71,26.48,55.68,5.83,0.5,59.04,48483
05870,corn,healthy,0,142,24.33,38.96,21.89,0.53,30.19,66509
05871,corn,blight,2,8,34.3,73.33,17.6,0.54,12.21,78207
05872,tomato,mildew,2,167,30.82,79.09,41.43,0.51,22.49,71649
05873,tomato,mosaic,1,346,25.06,62.19,15.2,0.82,7.45,96393
05874,apple,healthy,0,284,12.7,95.53,28.72,0.73,36.85,63189
05875,corn,mildew,3,155,14.44,37.16,16.83,0.77,11.96,40886
05876,rice,healthy,0,247,14.65,91.87,15.54,0.59,50.93,99384
05877,rice,mosaic,4,149,34.94,69.9,41.44,0.52,37.81,117912
05878,tomato,rust,2,251,30.77,97.25,39.26,0.83,35.89,71123
05879,corn,healthy,0,66,26.42,30.14,43.96,0.45,51.65,32585
05880,corn,healthy,0,355,12.74,68.16,38.59,0.36,15.86,36008
05881,rice,mildew,3,272,29.3,47.14,3.57,0.82,15.89,119088
05882,rice,healthy,0,238,18.12,35.79,49.18,0.59,32.25,27141
05883,rice,mosaic,2,140,24.36,98.04,2.26,0.53,38.76,46967
05884,tomato,healthy,0,55,20.01,34.25,28.04,0.73,19.1,107070
05885,apple,blight,1,186,18.23,60.56,33.88,0.79,28.16,71711
05886,corn,blight,4,60,17.25,88.6,47.04,0.33,17.68,43269
05887,rice,blight,2,112,33.25,79.18,29.43,0.4,14.61,31552
05888,rice,blight,3,58,13.9,63.61,3.78,0.31,9.83,119419
05889,corn,mosaic,4,7,20.62,89.21,11.64,0.8,38.17,74024
05890,apple,blight,4,301,16.68,79.1,15.2,0.45,6.92,82652
05891,corn,healthy,0,285,11.35,39.08,0.1,0.59,13.62,114257
05892,tomato,healthy,0,130,29.36,62.12,42.72,0.33,15.01,21066
05893,rice,healthy,0,353,34.43,41.84,32.8,0.38,9.19,73024
05894,corn,healthy,0,229,33.58,95.66,44.5,0.46,26.82,36242
05895,apple,healthy,0,307,19.53,94.59,31.22,0.28,21.0,94762
05896,corn,blight,2,176,19.37,95.78,25.9,0.26,43.55,17611
05897,tomato,blight,3,217,17.27,51.67,5.7,0.65,48.7,44283
05898,apple,rust,3,296,28.08,69.44,19.04,0.81,22.58,76330
05899,tomato,blight,1,153,35.0,48.83,14.36,0.3,6.11,23431
05900,rice,blight,3,333,30.45,35.29,42.33,0.43,17.56,31306
05901,corn,healthy,0,321,29.54,37.26,31.55,0.75,37.49,98521
05902,tomato,blight,4,171,27.28,67.11,5.39,0.25,57.33,102557
05903,corn,mildew,1,209,31.98,92.16,19.06,0.31,8.74,112267
05904,apple,blight,3,33,29.95,89.25,45.78,0.86,5.16,49768
05905,tomato,mildew,4,181,25.93,40.48,5.73,0.76,32.17,79824
05906,rice,rust,2,81,26.89,82.08,32.87,0.65,33.05,60788
05907,rice,healthy,0,159,30.15,78.99,18.34,0.24,23.71,36892
05908,corn,rust,2,131,32.41,77.91,49.68,0.21,10.3,65828
05909,tomato,healthy,0,288,28.95,90.49,27.46,0.45,7.65,70734
05910,tomato,blight,1,338,13.52,38.44,32.15,0.7,34.9,81422
05911,tomato,healthy,0,75,28.14,99.8,8.06,0.82,14.06,16543
05912,apple,rust,1,313,20.25,88.08,48.15,0.48,27.08,119996
05913,tomato,healthy,0,365,12.29,52.9,25.43,0.53,59.0,44467
05914,tomato,mildew,2,151,17.77,47.47,32.15,0.52,47.84,85034
05915,corn,mosaic,1,267,22.63,76.29,33.46,0.7,13.98,13499
05916,corn,healthy,0,205,27.87,35.44,27.08,0.89,49.49,100505
05917,rice,blight,2,188,19.5,41.63,5.09,0.73,32.97,16841
05918,apple,blight,1,88,18.34,30.98,32.23,0.67,28.22,45590
05919,corn,mildew,4,305,13.62,33.51,5.36,0.42,45.41,35396
